Document Title,Topic 0 Weight,Topic 1 Weight,Topic 2 Weight,Topic 3 Weight,Topic 4 Weight,Topic 5 Weight,Topic 6 Weight,Topic 7 Weight,Topic 8 Weight,Topic 9 Weight,Topic 10 Weight,Topic 11 Weight,Topic 12 Weight,Topic 13 Weight,Topic 14 Weight
Voyant分析用最終版_1108,15.040651,4.065041,20.325203,4.065041,10.569106,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,6.910569,6.504065
Voyant分析用最終版_1109,12.888889,4.444445,15.555556,5.777778,12,4.444445,4.888889,6.222222,4.444445,4.444445,4.444445,4.444445,4.444445,4.444445,7.111111
Voyant分析用最終版_1110,3.802281,15.209125,3.802281,3.802281,26.615968,3.802281,3.802281,3.802281,3.802281,8.365019,3.802281,6.844106,3.802281,3.802281,4.942966
Voyant分析用最終版_1111,40.533334,2.666667,6.133333,2.666667,15.733333,5.866667,2.666667,2.666667,2.666667,5.066667,2.666667,2.666667,2.666667,2.666667,2.666667
Voyant分析用最終版_1112,9.96016,3.984064,17.928287,3.984064,15.537849,3.984064,3.984064,3.984064,3.984064,5.976096,3.984064,3.984064,5.577689,3.984064,9.163347
Voyant分析用最終版_1113,4.385965,4.385965,4.385965,6.578948,25.438598,4.824561,4.385965,4.385965,11.842105,4.385965,4.385965,7.017544,4.385965,4.824561,4.385965
Voyant分析用最終版_1114,19.123507,3.984064,19.92032,4.780877,8.366534,3.984064,3.984064,5.976096,3.984064,3.984064,3.984064,3.984064,3.984064,3.984064,5.976096
Voyant分析用最終版_1115,13.574661,4.524887,15.384616,4.524887,13.122173,4.524887,4.524887,4.524887,4.524887,4.524887,7.692308,4.524887,4.977376,4.524887,4.524887
Voyant分析用最終版_1116,26.872247,4.405286,6.60793,4.405286,9.251101,4.405286,4.405286,4.405286,4.405286,4.405286,4.405286,4.405286,8.810572,4.405286,4.405286
Voyant分析用最終版_1117,19.702603,3.717472,11.895911,3.717472,14.869888,3.717472,3.717472,3.717472,3.717472,3.717472,3.717472,12.639405,3.717472,3.717472,3.717472
Voyant分析用最終版_1118,34.408602,3.58423,7.885305,3.58423,11.111111,3.58423,3.58423,5.734767,5.017921,3.58423,3.58423,3.58423,3.58423,3.58423,3.58423
Voyant分析用最終版_1119,4.1841,5.439331,14.644352,4.1841,5.857741,4.1841,7.949791,4.1841,4.1841,4.1841,4.60251,8.368201,13.389121,4.1841,10.460251
Voyant分析用最終版_1120,7.41688,2.557545,2.557545,2.557545,33.248082,2.557545,2.557545,4.859335,9.207161,18.158568,2.557545,4.092072,2.557545,2.557545,2.557545
Voyant分析用最終版_1121,15.555556,4.444445,7.111111,5.333334,22.666667,4.444445,4.444445,4.888889,4.444445,4.444445,4.444445,4.444445,4.444445,4.444445,4.444445
Voyant分析用最終版_1122,4.405286,4.405286,10.132159,4.405286,4.405286,6.167401,4.405286,4.405286,4.405286,4.405286,4.405286,4.405286,11.894273,15.85903,11.894273
Voyant分析用最終版_1123,17.982456,4.824561,20.175439,4.385965,6.578948,4.385965,4.385965,4.385965,6.140351,4.385965,4.385965,4.385965,4.385965,4.385965,4.824561
Voyant分析用最終版_1124,4.854369,6.31068,21.359223,4.854369,4.854369,8.252427,4.854369,4.854369,4.854369,4.854369,6.31068,9.223301,4.854369,4.854369,4.854369
Voyant分析用最終版_1125,15.88785,14.48598,4.672897,4.672897,5.140187,4.672897,4.672897,5.140187,4.672897,4.672897,4.672897,4.672897,4.672897,5.607476,11.682243
Voyant分析用最終版_1126,23.931624,4.273504,12.393162,4.273504,8.119658,4.273504,6.410257,5.982906,4.273504,4.273504,4.273504,4.273504,4.273504,4.273504,4.700855
Voyant分析用最終版_1127,3.267974,3.267974,3.267974,3.267974,28.431374,3.267974,3.267974,3.267974,8.496732,22.54902,3.267974,4.575163,3.267974,3.267974,3.267974
Voyant分析用最終版_1128,11.111111,4.62963,23.148148,4.62963,4.62963,5.555556,4.62963,4.62963,4.62963,9.259259,4.62963,4.62963,4.62963,4.62963,4.62963
Voyant分析用最終版_1129,4.424779,4.424779,26.106194,4.424779,4.424779,11.061947,4.424779,4.424779,4.424779,6.637168,4.424779,4.424779,4.424779,7.522124,4.424779
Voyant分析用最終版_1130,8.144797,2.262443,2.262443,4.072398,2.262443,2.262443,2.262443,14.253394,2.262443,4.524887,24.886878,2.262443,5.656109,10.180996,12.443439
Voyant分析用最終版_1131,9.090909,4.784689,7.655502,4.784689,4.784689,9.090909,9.090909,4.784689,4.784689,4.784689,4.784689,4.784689,4.784689,5.741627,16.267942
Voyant分析用最終版_1132,11.904762,4.761905,19.04762,4.761905,11.904762,4.761905,4.761905,4.761905,4.761905,4.761905,4.761905,4.761905,4.761905,4.761905,4.761905
Voyant分析用最終版_1133,8,4.444445,22.666667,4.444445,4.888889,5.777778,5.777778,4.888889,4.444445,4.444445,4.444445,11.555556,4.444445,4.444445,5.333334
Voyant分析用最終版_1134,19.158879,5.140187,18.224299,4.672897,4.672897,5.140187,4.672897,4.672897,4.672897,5.607476,4.672897,4.672897,4.672897,4.672897,4.672897
Voyant分析用最終版_1135,11.46789,4.587156,16.055046,4.587156,11.46789,5.963303,4.587156,5.963303,4.587156,4.587156,4.587156,7.798165,4.587156,4.587156,4.587156
Voyant分析用最終版_1136,4.950495,4.950495,4.950495,4.950495,4.950495,30.69307,4.950495,4.950495,4.950495,4.950495,4.950495,4.950495,4.950495,4.950495,4.950495
Voyant分析用最終版_1137,4.086956,10.695652,0.869565,41.130435,1.130435,0.869565,1.304348,10.869565,0.956522,10.173913,2.347826,0.869565,0.869565,6.608696,7.217392
Voyant分析用最終版_1138,4.6875,3.90625,3.90625,3.90625,3.90625,3.90625,3.90625,11.328125,10.9375,30.078125,3.90625,3.90625,3.90625,3.90625,3.90625
Voyant分析用最終版_1139,11,5,14,5,6,5,11,5.5,5,7.5,5,5,5,5,5
Voyant分析用最終版_1140,9.302326,4.651163,21.39535,5.116279,13.023256,4.651163,4.651163,4.651163,4.651163,4.651163,4.651163,4.651163,4.651163,4.651163,4.651163
Voyant分析用最終版_1141,4.1841,4.1841,8.368201,4.1841,4.1841,4.1841,4.1841,4.1841,25.104603,13.389121,6.694561,4.60251,4.1841,4.1841,4.1841
Voyant分析用最終版_1142,12.184874,4.201681,4.201681,4.201681,6.302521,4.201681,4.201681,4.201681,4.201681,8.82353,8.403362,13.025211,4.201681,10.92437,6.722689
Voyant分析用最終版_1143,0.869565,34.521738,0.956522,17.217392,0.869565,1.826087,0.869565,0.869565,8.782609,20.869565,4.869565,4.869565,0.869565,0.869565,0.869565
Voyant分析用最終版_1144,2.666667,14.4,2.666667,6.933333,2.666667,3.2,2.666667,2.666667,2.666667,33.6,9.6,2.933333,8,2.666667,2.666667
Voyant分析用最終版_1145,8.910891,12.376238,15.346535,4.950495,8.415841,4.950495,4.950495,4.950495,4.950495,5.445544,4.950495,4.950495,4.950495,4.950495,4.950495
Voyant分析用最終版_1146,2.870813,2.392345,8.61244,4.066985,3.349282,2.392345,10.76555,3.349282,11.004785,7.177033,2.392345,22.966507,4.30622,2.392345,11.961722
Voyant分析用最終版_1147,5.025126,7.537688,7.537688,5.025126,5.025126,24.120604,5.025126,5.025126,5.025126,5.025126,5.025126,5.025126,5.025126,5.025126,5.527638
Voyant分析用最終版_1148,4.744526,3.649635,18.248175,3.649635,8.029197,27.372262,3.649635,5.109489,3.649635,3.649635,3.649635,3.649635,3.649635,3.649635,3.649635
Voyant分析用最終版_1149,4.081633,4.081633,4.081633,10.612245,8.571429,4.081633,4.081633,4.081633,4.081633,24.89796,4.081633,4.081633,9.387755,4.081633,5.714286
Voyant分析用最終版_1150,3.731343,3.731343,3.731343,3.731343,3.731343,47.761193,3.731343,3.731343,3.731343,3.731343,3.731343,3.731343,3.731343,3.731343,3.731343
Voyant分析用最終版_1151,1.033058,1.446281,1.136364,1.033058,1.033058,1.033058,1.033058,15.805785,21.59091,14.46281,36.05372,1.033058,1.239669,1.033058,1.033058
Voyant分析用最終版_1152,3.344481,4.013378,3.344481,3.344481,3.344481,3.344481,3.344481,3.344481,12.040134,18.729097,18.060201,3.344481,12.70903,3.344481,4.347826
Voyant分析用最終版_1153,1.062699,2.125398,1.062699,1.806589,1.062699,1.062699,1.062699,19.872476,10.733262,17.428268,38.469714,1.062699,1.062699,1.062699,1.062699
Voyant分析用最終版_1154,10.504202,4.201681,12.184874,4.201681,11.344538,4.201681,5.462185,11.764706,4.201681,4.621849,4.201681,4.201681,4.201681,5.462185,9.243698
Voyant分析用最終版_1155,0.956522,31.73913,1.73913,3.130435,0.869565,0.869565,0.869565,2,0.869565,3.478261,0.869565,1.304348,1.130435,49.304348,0.869565
Voyant分析用最終版_1156,5.577689,3.984064,25.099602,3.984064,3.984064,9.96016,3.984064,3.984064,3.984064,3.984064,6.374502,3.984064,12.350598,3.984064,4.780877
Voyant分析用最終版_1157,10,9,19.5,5,5,5,5,5,5,5,5,5.5,5,5,6
Voyant分析用最終版_1158,1.776199,1.776199,1.776199,2.841918,1.776199,1.776199,1.776199,5.506217,35.34636,20.603907,15.45293,3.197158,1.776199,2.841918,1.776199
Voyant分析用最終版_1159,31.892696,1.490313,26.37854,2.235469,8.941878,1.490313,2.682563,5.365127,1.490313,1.490313,4.918033,4.172877,1.639344,1.788376,4.023845
Voyant分析用最終版_1160,3.405573,12.693499,3.095975,6.811146,3.095975,3.095975,22.291021,6.501548,13.003096,9.90712,3.095975,3.095975,3.095975,3.405573,3.405573
Voyant分析用最終版_1161,18.032786,4.098361,14.754099,4.098361,4.098361,4.098361,4.098361,4.098361,4.098361,4.918033,4.098361,4.098361,4.098361,6.557377,14.754099
Voyant分析用最終版_1162,4.739337,4.739337,4.739337,4.739337,4.739337,4.739337,4.739337,4.739337,4.739337,18.957347,4.739337,4.739337,12.322275,4.739337,11.848341
Voyant分析用最終版_1163,5.769231,4.807692,26.923078,6.25,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,6.73077,4.807692,6.25
Voyant分析用最終版_1164,3.472222,3.472222,5.902778,5.208333,3.819444,3.472222,40.625,3.819444,4.166667,3.472222,3.472222,3.472222,6.944445,3.472222,5.208333
Voyant分析用最終版_1165,3.174603,3.174603,3.174603,3.174603,6.031746,3.174603,3.174603,3.174603,6.666667,38.4127,3.174603,3.174603,5.079365,5.714286,9.52381
Voyant分析用最終版_1166,7.860262,4.366812,28.820962,4.366812,6.113537,4.366812,6.113537,4.366812,4.366812,4.366812,5.240175,4.366812,4.366812,6.113537,4.803494
Voyant分析用最終版_1167,5.339806,4.854369,9.223301,4.854369,4.854369,26.213592,4.854369,4.854369,4.854369,4.854369,5.825243,4.854369,4.854369,4.854369,4.854369
Voyant分析用最終版_1168,3.448276,3.448276,4.827586,3.448276,3.448276,3.448276,3.448276,16.896552,12.068965,19.655173,12.068965,3.448276,3.448276,3.448276,3.448276
Voyant分析用最終版_1169,11.111111,3.58423,22.222222,3.58423,13.620071,3.58423,3.58423,9.318996,3.58423,3.58423,7.885305,3.58423,3.58423,3.58423,3.58423
Voyant分析用最終版_1170,12.254902,4.901961,15.686275,4.901961,10.784314,5.392157,4.901961,4.901961,4.901961,5.392157,4.901961,6.372549,4.901961,4.901961,4.901961
Voyant分析用最終版_1171,21.004567,4.56621,12.328767,4.56621,5.022831,8.675799,4.56621,4.56621,4.56621,5.479452,4.56621,4.56621,5.936073,5.022831,4.56621
Voyant分析用最終版_1172,3.846154,3.205128,3.205128,3.205128,27.884614,3.205128,3.205128,6.410257,12.179487,7.371795,3.205128,3.205128,13.461539,3.205128,3.205128
Voyant分析用最終版_1173,3.355705,3.355705,3.355705,5.704698,4.026846,3.355705,4.026846,15.436241,3.355705,33.892617,3.355705,4.026846,3.355705,3.355705,6.040268
Voyant分析用最終版_1174,4.926108,4.926108,4.926108,4.926108,10.344828,13.793103,4.926108,4.926108,4.926108,7.389163,4.926108,8.866995,4.926108,5.91133,9.359606
Voyant分析用最終版_1175,20.37037,4.62963,4.62963,4.62963,12.037037,4.62963,4.62963,6.018519,5.092592,4.62963,4.62963,10.185185,4.62963,4.62963,4.62963
Voyant分析用最終版_1176,4.524887,4.524887,19.004525,4.524887,4.524887,20.361991,4.524887,4.524887,4.524887,4.524887,4.524887,4.524887,6.334842,4.524887,4.524887
Voyant分析用最終版_1177,22.457626,4.237288,10.169491,4.237288,12.711865,4.237288,4.237288,6.779661,4.237288,4.237288,4.237288,4.237288,4.237288,4.237288,5.508475
Voyant分析用最終版_1178,4.504504,4.504504,4.504504,4.504504,4.504504,5.405405,29.72973,6.756756,4.504504,5.405405,4.504504,4.504504,4.504504,4.504504,7.657658
Voyant分析用最終版_1179,9.230769,5.128205,20,7.692308,5.128205,5.128205,5.128205,5.128205,5.128205,5.128205,5.128205,5.128205,6.666667,5.128205,5.128205
Voyant分析用最終版_1180,12.184874,4.201681,6.722689,4.201681,4.201681,4.201681,4.621849,4.201681,17.226891,4.201681,4.201681,5.462185,9.663866,4.201681,10.504202
Voyant分析用最終版_1181,2.673797,5.614973,2.673797,2.673797,2.673797,4.278075,6.417112,2.673797,9.625668,6.149733,2.673797,29.946524,16.57754,2.673797,2.673797
Voyant分析用最終版_1182,16,3.636363,12.363637,9.090909,3.636363,3.636363,4.363636,5.818182,3.636363,3.636363,3.636363,3.636363,3.636363,4,19.272727
Voyant分析用最終版_1183,10.377359,4.716981,23.113208,4.716981,4.716981,4.716981,6.132076,4.716981,4.716981,4.716981,4.716981,6.603774,5.660377,4.716981,5.660377
Voyant分析用最終版_1184,3.448276,3.448276,4.137931,3.448276,3.448276,3.448276,3.448276,6.551724,3.448276,43.448275,3.448276,3.448276,4.482759,3.793104,6.551724
Voyant分析用最終版_1185,14.957266,4.273504,20.512821,4.273504,4.273504,4.273504,4.273504,4.273504,4.273504,4.273504,4.273504,4.273504,9.40171,8.119658,4.273504
Voyant分析用最終版_1186,5.533597,5.13834,8.695652,3.952569,3.952569,9.090909,28.06324,3.952569,3.952569,3.952569,3.952569,3.952569,3.952569,3.952569,7.905138
Voyant分析用最終版_1187,3.90625,3.90625,3.90625,5.46875,3.90625,3.90625,13.28125,3.90625,14.84375,12.890625,12.890625,5.46875,3.90625,3.90625,3.90625
Voyant分析用最終版_1188,4.977376,4.524887,4.524887,4.977376,6.787331,25.339368,5.429864,4.977376,4.524887,4.524887,4.524887,4.524887,4.524887,4.524887,11.312217
Voyant分析用最終版_1189,5.263158,4.824561,16.228071,4.385965,7.894737,11.842105,5.263158,4.385965,4.385965,4.385965,4.385965,4.385965,13.596492,4.385965,4.385965
Voyant分析用最終版_1190,19.59799,1.675042,3.18258,5.19263,1.675042,1.675042,10.887772,7.537688,4.187605,1.675042,1.675042,32.495812,1.675042,1.675042,5.19263
Voyant分析用最終版_1191,8.810572,4.405286,13.656388,4.405286,7.488987,6.60793,9.69163,4.405286,4.405286,4.405286,4.845815,11.453745,4.845815,4.845815,5.726872
Voyant分析用最終版_1192,12.946428,4.464286,22.767857,4.464286,10.267857,4.464286,4.910714,4.464286,4.464286,4.464286,4.464286,4.464286,4.464286,4.464286,4.464286
Voyant分析用最終版_1193,8.407079,4.424779,28.761062,4.424779,4.424779,4.424779,4.424779,4.424779,6.637168,4.424779,4.424779,4.424779,4.424779,4.424779,7.522124
Voyant分析用最終版_1194,4.590164,7.540984,6.557377,3.278688,3.278688,3.606558,3.278688,3.278688,9.508197,12.459017,4.262295,3.278688,25.90164,4.918033,4.262295
Voyant分析用最終版_1195,8.5,5,18,5,8,5.5,5,5,5,9,5,5,5,5,6
Voyant分析用最終版_1196,14.644352,4.60251,18.828452,4.1841,9.623431,4.60251,4.1841,5.020921,4.1841,4.1841,4.1841,4.1841,4.60251,4.1841,8.786611
Voyant分析用最終版_1197,3.571429,7.142857,7.142857,3.928572,10.714286,35,3.928572,3.571429,3.571429,3.571429,3.571429,3.571429,3.571429,3.571429,3.571429
Voyant分析用最終版_1198,1.142857,1.142857,1.142857,1.142857,1.142857,1.257143,1.142857,31.314287,25.02857,19.314286,10.514285,1.142857,1.142857,1.142857,2.285714
Voyant分析用最終版_1199,1.009082,1.009082,1.009082,1.009082,1.009082,1.009082,1.009082,19.273461,38.244197,18.869829,12.512614,1.009082,1.009082,1.009082,1.009082
Voyant分析用最終版_1200,21.459228,4.291845,16.309012,4.291845,9.871244,4.291845,4.291845,4.291845,4.291845,4.291845,5.150215,4.291845,4.291845,4.291845,4.291845
Voyant分析用最終版_1201,20.833333,3.787879,15.530303,3.787879,14.772727,3.787879,4.545455,3.787879,3.787879,3.787879,6.439394,3.787879,3.787879,3.787879,3.787879
Voyant分析用最終版_1202,4.651163,4.651163,11.627907,5.116279,4.651163,25.581396,4.651163,4.651163,4.651163,4.651163,4.651163,6.511628,4.651163,4.651163,4.651163
Voyant分析用最終版_1203,6.225681,3.89105,3.89105,3.89105,3.89105,40.85603,5.836576,3.89105,3.89105,3.89105,4.280156,3.89105,3.89105,3.89105,3.89105
Voyant分析用最終版_1204,10.176991,4.424779,21.238938,7.522124,8.849558,4.424779,4.867257,4.424779,4.424779,4.424779,4.424779,4.867257,4.424779,7.079646,4.424779
Voyant分析用最終版_1205,11.637931,4.310345,21.982759,4.310345,4.310345,4.310345,4.310345,4.310345,6.034483,4.310345,12.931034,4.310345,4.310345,4.310345,4.310345
Voyant分析用最終版_1206,3.610108,3.610108,9.386282,3.610108,10.469314,6.137184,3.610108,3.610108,10.108303,3.610108,3.610108,6.859206,21.29964,6.859206,3.610108
Voyant分析用最終版_1207,4.761905,4.761905,8.095238,4.761905,4.761905,11.428572,16.666667,4.761905,4.761905,4.761905,4.761905,10.952381,4.761905,5.238095,4.761905
Voyant分析用最終版_1208,11.363637,4.545455,15,4.545455,16.363636,4.545455,4.545455,4.545455,4.545455,5,4.545455,6.818182,4.545455,4.545455,4.545455
Voyant分析用最終版_1209,3.831417,3.831417,9.578544,3.831417,9.578544,3.831417,3.831417,3.831417,18.007663,3.831417,5.363985,3.831417,14.176245,8.045977,4.597701
Voyant分析用最終版_1210,5.025126,5.025126,13.065326,5.025126,5.527638,19.095477,5.025126,6.532663,5.025126,5.025126,5.025126,5.025126,5.025126,5.527638,5.025126
Voyant分析用最終版_1211,12.440191,4.784689,18.181819,4.784689,10.526316,5.263158,4.784689,4.784689,5.741627,4.784689,4.784689,4.784689,4.784689,4.784689,4.784689
Voyant分析用最終版_1212,3.550296,2.95858,5.325444,6.213018,2.95858,3.254438,2.95858,2.95858,7.100592,2.95858,10.946745,10.059172,31.656805,4.142012,2.95858
Voyant分析用最終版_1213,3.164557,3.164557,10.443038,3.164557,4.746835,5.063291,3.164557,3.164557,4.746835,3.164557,10.126582,3.164557,26.898733,12.658228,3.164557
Voyant分析用最終版_1214,3.984064,3.984064,3.984064,3.984064,13.944224,3.984064,3.984064,3.984064,25.099602,3.984064,9.163347,3.984064,7.968128,3.984064,3.984064
Voyant分析用最終版_1215,9.302326,4.651163,26.046512,5.116279,6.976744,4.651163,4.651163,4.651163,4.651163,4.651163,5.116279,4.651163,5.116279,4.651163,5.116279
Voyant分析用最終版_1216,2.777778,3.055556,2.777778,2.777778,2.777778,3.333333,3.055556,2.777778,8.611111,8.055556,8.333334,2.777778,40.555555,5.277778,3.055556
Voyant分析用最終版_1217,4.21941,4.21941,17.721519,4.21941,4.21941,4.21941,27.42616,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941
Voyant分析用最終版_1218,2.717391,2.717391,4.076087,2.717391,2.717391,2.717391,2.717391,3.26087,8.695652,28.26087,5.978261,2.717391,25.27174,2.717391,2.717391
Voyant分析用最終版_1219,5.076142,5.076142,5.076142,5.076142,5.076142,5.076142,5.076142,5.076142,8.629441,9.137056,5.076142,5.076142,20.812182,5.076142,5.583756
Voyant分析用最終版_1220,11.607143,4.464286,11.160714,4.464286,5.803571,4.464286,4.464286,4.464286,4.464286,4.464286,4.464286,15.625,4.464286,4.464286,11.160714
Voyant分析用最終版_1221,19.183673,4.081633,20.816326,4.081633,10.204082,4.081633,4.081633,4.081633,4.081633,4.081633,4.081633,4.081633,4.081633,4.897959,4.081633
Voyant分析用最終版_1222,4.1841,23.849373,4.1841,4.60251,4.1841,4.1841,4.1841,4.1841,4.1841,4.60251,4.1841,4.1841,4.1841,14.225942,10.878661
Voyant分析用最終版_1223,16.10487,3.745318,14.23221,7.865169,3.745318,3.745318,3.745318,7.490636,3.745318,3.745318,3.745318,4.11985,3.745318,3.745318,16.479401
Voyant分析用最終版_1224,10.096154,4.807692,21.153846,4.807692,4.807692,4.807692,4.807692,5.288462,4.807692,4.807692,4.807692,9.615385,4.807692,5.769231,4.807692
Voyant分析用最終版_1225,19.067797,4.237288,13.983051,4.661017,12.288135,4.237288,5.932203,4.237288,4.237288,5.932203,4.237288,4.237288,4.237288,4.237288,4.237288
Voyant分析用最終版_1226,0.869565,37.04348,0.869565,0.869565,0.869565,0.869565,0.869565,1.565217,0.869565,1.043478,0.869565,0.869565,0.869565,48.869565,2.782609
Voyant分析用最終版_1227,4.672897,7.009346,12.149533,4.672897,4.672897,20.560747,4.672897,4.672897,5.140187,5.140187,4.672897,4.672897,5.140187,7.476635,4.672897
Voyant分析用最終版_1228,6.167401,4.405286,4.405286,4.405286,28.19383,4.405286,4.405286,4.845815,4.405286,11.894273,4.405286,4.405286,4.845815,4.405286,4.405286
Voyant分析用最終版_1229,0.869565,0.869565,0.869565,4.608696,0.869565,0.956522,0.869565,26.956522,16.26087,38.260868,1.130435,1.217391,0.869565,0.869565,4.521739
Voyant分析用最終版_1230,2.724796,2.724796,2.724796,2.724796,9.536785,2.724796,2.724796,16.076294,2.724796,22.615804,4.904632,2.724796,19.618529,2.724796,2.724796
Voyant分析用最終版_1231,12.831858,4.424779,18.141593,4.424779,14.60177,4.424779,4.424779,4.867257,4.424779,4.424779,4.424779,4.424779,4.424779,4.424779,5.309734
Voyant分析用最終版_1232,1.132503,1.132503,1.132503,1.245753,1.132503,1.132503,1.245753,58.550394,10.419026,14.609286,2.151755,2.718007,1.132503,1.132503,1.132503
Voyant分析用最終版_1233,3.663004,3.663004,6.959707,6.593407,4.029304,3.663004,5.860806,3.663004,6.227106,19.78022,3.663004,4.029304,20.512821,3.663004,4.029304
Voyant分析用最終版_1234,13.364056,4.608295,19.354838,7.373272,4.608295,5.069124,4.608295,4.608295,4.608295,4.608295,4.608295,4.608295,8.755761,4.608295,4.608295
Voyant分析用最終版_1235,0.869565,53.217393,0.869565,17.043479,3.478261,1.130435,0.956522,1.826087,0.869565,6.695652,0.869565,1.652174,0.869565,8.782609,0.869565
Voyant分析用最終版_1236,2.347418,27.69953,8.215962,2.347418,26.760563,2.347418,2.347418,2.347418,2.347418,2.347418,5.164319,8.685446,2.347418,2.347418,2.347418
Voyant分析用最終版_1237,5.365854,4.878049,20.975609,4.878049,4.878049,15.121952,4.878049,4.878049,4.878049,4.878049,4.878049,4.878049,4.878049,4.878049,4.878049
Voyant分析用最終版_1238,6.666667,3.921569,7.058824,3.921569,3.921569,3.921569,33.333334,7.450981,4.705882,3.921569,5.490196,3.921569,3.921569,3.921569,3.921569
Voyant分析用最終版_1239,3.115265,3.738318,5.607476,3.115265,3.115265,3.115265,3.115265,43.613708,3.115265,12.772585,3.115265,3.115265,3.115265,3.115265,3.115265
Voyant分析用最終版_1240,3.846154,3.846154,3.846154,3.846154,3.846154,45.384616,3.846154,3.846154,3.846154,3.846154,3.846154,3.846154,4.615385,3.846154,3.846154
Voyant分析用最終版_1241,23.863636,3.787879,13.636364,6.818182,6.439394,3.787879,3.787879,3.787879,3.787879,5.303031,3.787879,4.166667,3.787879,3.787879,9.469697
Voyant分析用最終版_1242,4.405286,4.405286,23.348017,4.405286,4.405286,17.180617,4.405286,4.405286,4.405286,4.405286,5.726872,4.405286,4.405286,4.405286,5.286344
Voyant分析用最終版_1243,8.585858,5.050505,21.212122,6.565657,7.575758,5.050505,5.050505,5.050505,5.050505,5.050505,5.555556,5.050505,5.050505,5.050505,5.050505
Voyant分析用最終版_1244,5.181347,5.181347,9.844559,5.181347,6.735751,21.243523,5.181347,5.181347,5.181347,5.181347,5.181347,5.181347,5.181347,5.181347,5.181347
Voyant分析用最終版_1245,16.826923,6.73077,7.211538,4.807692,8.653846,4.807692,9.134615,4.807692,4.807692,4.807692,4.807692,8.173077,4.807692,4.807692,4.807692
Voyant分析用最終版_1246,3.717472,3.717472,15.613383,11.152416,3.717472,5.576208,11.152416,3.717472,3.717472,5.947955,3.717472,13.3829,3.717472,3.717472,7.434944
Voyant分析用最終版_1247,17.5,4.166667,11.666667,4.583333,12.083333,6.25,4.166667,4.166667,4.166667,4.166667,4.166667,7.916667,4.166667,5,5.833333
Voyant分析用最終版_1248,10.526316,4.385965,18.859649,4.385965,13.596492,6.140351,4.385965,4.385965,4.385965,4.385965,4.385965,4.824561,4.385965,5.701754,5.263158
Voyant分析用最終版_1249,6.153846,4.358974,6.153846,3.589744,3.333333,43.076923,2.564103,2.564103,2.564103,5.128205,2.564103,8.461539,2.564103,4.358974,2.564103
Voyant分析用最終版_1250,7.368421,2.631579,3.68421,11.578947,2.631579,2.631579,2.631579,10,2.631579,2.631579,2.631579,2.631579,2.631579,15,28.68421
Voyant分析用最終版_1251,4.62963,4.62963,17.592593,6.944445,6.944445,4.62963,4.62963,4.62963,4.62963,4.62963,4.62963,6.944445,4.62963,15.277778,4.62963
Voyant分析用最終版_1252,5.338078,3.558719,9.252669,3.558719,3.558719,3.558719,42.704627,3.558719,3.558719,3.558719,3.558719,3.558719,3.558719,3.558719,3.558719
Voyant分析用最終版_1253,18.055555,4.62963,14.351852,4.62963,4.62963,4.62963,10.648148,4.62963,6.018519,4.62963,4.62963,4.62963,4.62963,4.62963,4.62963
Voyant分析用最終版_1254,4.21941,4.21941,4.64135,4.21941,4.21941,4.21941,39.240506,4.21941,4.64135,4.21941,4.21941,4.21941,4.21941,4.21941,5.063291
Voyant分析用最終版_1255,12.601626,8.536585,13.00813,12.195122,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,5.284553,11.788618
Voyant分析用最終版_1256,10.402685,3.355705,3.355705,3.355705,3.355705,3.355705,5.704698,6.375839,3.355705,27.51678,10.067114,3.355705,3.355705,3.355705,9.731544
Voyant分析用最終版_1257,2.020202,2.020202,3.434343,3.434343,2.020202,2.222222,2.020202,2.020202,57.171714,5.252525,5.050505,2.020202,7.070707,2.222222,2.020202
Voyant分析用最終版_1258,5.181347,5.181347,8.290155,5.181347,12.435233,5.181347,5.181347,5.181347,6.217616,8.290155,5.181347,5.181347,11.917099,5.181347,6.217616
Voyant分析用最終版_1259,7.142857,3.968254,4.36508,3.968254,5.15873,3.968254,39.285713,3.968254,3.968254,3.968254,4.36508,3.968254,3.968254,3.968254,3.968254
Voyant分析用最終版_1260,22.767857,4.464286,9.375,4.464286,6.696428,4.464286,4.464286,4.464286,4.464286,4.464286,4.464286,6.696428,4.464286,4.910714,9.375
Voyant分析用最終版_1261,13.919415,3.663004,3.663004,4.395605,12.087912,3.663004,3.663004,3.663004,3.663004,29.30403,3.663004,3.663004,3.663004,3.663004,3.663004
Voyant分析用最終版_1262,13.725491,4.901961,9.803922,4.901961,12.254902,6.372549,4.901961,4.901961,4.901961,4.901961,4.901961,4.901961,4.901961,8.82353,4.901961
Voyant分析用最終版_1263,4.878049,4.878049,7.317073,4.878049,4.878049,7.804878,22.92683,4.878049,4.878049,4.878049,8.292683,4.878049,4.878049,4.878049,4.878049
Voyant分析用最終版_1264,7.234043,4.255319,25.531915,4.255319,5.531915,5.106383,10.638298,4.255319,4.680851,4.255319,6.80851,4.255319,4.255319,4.255319,4.680851
